Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Conor Coady,Leicester City,eng ENG,DF,31.0,N/a,19,1714.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.0,1.0,2.0,2.0,100.0,0.11,0.11,0.5,0.5,0.0,0.0,0.0,8.0,3.0,1.0,0.0,12.0,9.0,N/a,N/a,0.0
Craig Dawson,Wolverhampton Wanderers,eng ENG,DF,34.0,15.0,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.8,0.0,5.0,1.0,20.0,0.46,0.09,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,10.0,4.0,N/a,N/a,2.0
Curtis Jones,Liverpool,eng ENG,"MF,DF",23.0,33.0,19,1712.0,19.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,0.16,0.16,0.32,0.16,0.32,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.0,3.0,34.0,13.0,38.2,1.79,0.68,0.09,0.23,0.0,0.0,1.0,18.0,25.0,1.0,8.0,7.0,22.0,N/a,N/a,0.0
Daichi Kamada,Crystal Palace,jp JPN,MF,27.0,34.0,15,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.4,0.0,20.0,4.0,20.0,1.15,0.23,0.0,0.0,0.0,0.0,0.0,28.0,21.0,2.0,32.0,18.0,29.0,N/a,N/a,0.0
Dan Burn,Newcastle United,eng ENG,DF,32.0,37.0,37,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.03,0.05,0.03,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,37.0,1.0,22.0,6.0,27.3,0.59,0.16,0.05,0.17,0.0,0.0,0.0,34.0,12.0,5.0,3.0,27.0,25.0,N/a,N/a,2.0
Dango Ouattara,Bournemouth,bf BFA,"MF,FW",22.0,N/a,21,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,0.31,0.18,0.49,0.31,0.49,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.3,7.0,62.0,20.0,32.3,2.78,0.9,0.11,0.35,0.0,0.0,0.0,16.0,19.0,13.0,88.0,11.0,26.0,N/a,N/a,0.0
Daniel Muñoz,Crystal Palace,co COL,MF,28.0,37.0,37,3228.0,35.9,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,0.11,0.14,0.25,0.11,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35.9,4.0,37.0,18.0,48.6,1.03,0.5,0.11,0.22,0.0,0.0,0.0,56.0,19.0,15.0,74.0,43.0,77.0,N/a,N/a,0.0
Danny Welbeck,Brighton & Hove Albion,eng ENG,FW,33.0,30.0,24,2115.0,23.5,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,0.43,0.17,0.6,0.38,0.55,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.5,10.0,60.0,24.0,40.0,2.55,1.02,0.15,0.38,1.0,1.0,0.0,11.0,23.0,4.0,3.0,5.0,16.0,N/a,N/a,0.0
Dara O'Shea,Ipswich Town,ie IRL,DF,25.0,35.0,35,3122.0,34.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.7,0.0,22.0,2.0,9.1,0.63,0.06,0.0,0.0,0.0,0.0,0.0,21.0,25.0,3.0,8.0,33.0,30.0,N/a,N/a,0.0
Darwin Núñez,Liverpool,uy URU,FW,25.0,30.0,8,1133.0,12.6,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,0.4,0.16,0.56,0.4,0.56,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.6,5.0,34.0,13.0,38.2,2.7,1.03,0.15,0.38,0.0,0.0,0.0,27.0,14.0,12.0,3.0,4.0,18.0,N/a,N/a,0.0
David Brooks,Bournemouth,wls WAL,MF,27.0,N/a,9,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.7,2.0,25.0,12.0,48.0,2.34,1.13,0.08,0.17,0.0,0.0,0.0,11.0,18.0,0.0,51.0,5.0,6.0,N/a,N/a,0.0
David Raya,Arsenal,es ESP,GK,28.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,0.89,117.0,86.0,73.5,20.0,14.0,4.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Dean Henderson,Crystal Palace,eng ENG,GK,27.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,51.0,1.34,152.0,102.0,67.1,13.0,14.0,11.0,11.0,28.9,2.0,1.0,1.0,0.0,50.0,38.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,N/a,N/a,0.0
Dean Huijsen,Bournemouth,es ESP,DF,19.0,N/a,26,2427.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,0.11,0.07,0.19,0.11,0.19,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.0,3.0,18.0,4.0,22.2,0.67,0.15,0.17,0.75,0.0,0.0,0.0,31.0,10.0,2.0,13.0,48.0,27.0,N/a,N/a,0.0
Declan Rice,Arsenal,eng ENG,MF,25.0,35.0,33,2825.0,31.4,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,0.13,0.22,0.35,0.13,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.4,4.0,48.0,15.0,31.3,1.53,0.48,0.08,0.27,0.0,0.0,1.0,21.0,16.0,2.0,161.0,27.0,23.0,N/a,N/a,0.0
Diogo Dalot,Manchester United,pt POR,"MF,DF",25.0,33.0,31,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.3,0.0,24.0,5.0,20.8,0.77,0.16,0.0,0.0,0.0,0.0,0.0,40.0,9.0,4.0,64.0,35.0,38.0,N/a,N/a,0.0
Diogo Jota,Liverpool,pt POR,FW,27.0,26.0,14,1196.0,13.3,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.45,0.23,0.68,0.45,0.68,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.3,6.0,51.0,13.0,25.5,3.84,0.98,0.12,0.46,0.0,0.0,0.0,23.0,14.0,1.0,8.0,8.0,9.0,N/a,N/a,0.0
Dominic Calvert-Lewin,Everton,eng ENG,FW,27.0,N/a,19,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.17,0.06,0.22,0.17,0.22,26.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.9,3.0,50.0,20.0,40.0,2.8,1.12,0.06,0.15,0.0,0.0,0.0,27.0,23.0,27.0,6.0,7.0,7.0,N/a,N/a,0.0
Dominik Szoboszlai,Liverpool,hu HUN,MF,23.0,36.0,29,2491.0,27.7,6.0,6.0,12.0,6.0,0.0,0.0,6.0,0.0,0.22,0.22,0.43,0.22,0.43,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.7,6.0,67.0,23.0,34.3,2.42,0.83,0.09,0.26,0.0,0.0,0.0,44.0,24.0,4.0,40.0,9.0,23.0,N/a,N/a,0.0
Dwight McNeil,Everton,eng ENG,MF,24.0,N/a,15,1371.0,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,0.26,0.39,0.66,0.26,0.66,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.2,4.0,24.0,10.0,41.7,1.58,0.66,0.17,0.4,0.0,0.0,0.0,6.0,18.0,1.0,104.0,6.0,8.0,N/a,N/a,0.0
Eberechi Eze,Crystal Palace,eng ENG,MF,26.0,34.0,31,2588.0,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,0.28,0.28,0.56,0.24,0.52,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.8,8.0,102.0,29.0,28.4,3.55,1.01,0.07,0.24,1.0,2.0,0.0,13.0,51.0,9.0,110.0,10.0,21.0,N/a,N/a,0.0
Eddie Nketiah,Crystal Palace,eng ENG,"FW,MF",25.0,29.0,9,1034.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,0.26,0.09,0.35,0.26,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.5,3.0,43.0,16.0,37.2,3.74,1.39,0.07,0.19,0.0,0.0,1.0,31.0,29.0,5.0,5.0,2.0,8.0,N/a,N/a,0.0
Ederson,Manchester City,br BRA,GK,30.0,26.0,26,2320.0,25.8,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16,26.0,26.0,1.01,78.0,54.0,69.2,16.0,4.0,6.0,10.0,38.5,2.0,2.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N/a,N/a,0.0
Edson Álvarez,West Ham United,mx MEX,MF,26.0,28.0,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.05,0.05,0.0,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.7,0.0,12.0,1.0,8.3,0.61,0.05,0.0,0.0,0.0,0.0,1.0,42.0,18.0,4.0,7.0,18.0,26.0,N/a,N/a,0.0
Elliot Anderson,Nottingham Forest,eng ENG,MF,21.0,37.0,33,2728.0,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,0.07,0.2,0.26,0.07,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.3,2.0,40.0,7.0,17.5,1.32,0.23,0.05,0.29,0.0,0.0,0.0,47.0,57.0,4.0,86.0,29.0,55.0,N/a,N/a,0.0
Emerson Palmieri,West Ham United,it ITA,"DF,MF",29.0,31.0,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.09,0.04,0.13,0.09,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.5,2.0,16.0,7.0,43.8,0.68,0.3,0.13,0.29,0.0,0.0,0.0,25.0,13.0,0.0,62.0,22.0,31.0,N/a,N/a,0.0
Emile Smith Rowe,Fulham,eng ENG,MF,24.0,N/a,25,2043.0,22.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.26,0.13,0.4,0.26,0.4,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.7,6.0,37.0,11.0,29.7,1.63,0.48,0.16,0.55,0.0,0.0,0.0,19.0,15.0,4.0,16.0,11.0,18.0,N/a,N/a,0.0
Emiliano Martínez,Aston Villa,ar ARG,GK,31.0,N/a,37,3194.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,1.32,144.0,99.0,68.1,18.0,9.0,10.0,8.0,21.6,2.0,1.0,1.0,0.0,50.0,35.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,N/a,N/a,0.0
Emmanuel Agbadou,Wolverhampton Wanderers,ci CIV,DF,27.0,16.0,16,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.7,1.0,7.0,2.0,28.6,0.45,0.13,0.14,0.5,0.0,0.0,0.0,8.0,4.0,1.0,2.0,12.0,19.0,N/a,N/a,0.0
Enzo Fernández,Chelsea,ar ARG,MF,23.0,36.0,32,2947.0,32.7,6.0,7.0,13.0,6.0,0.0,0.0,8.0,0.0,0.18,0.21,0.4,0.18,0.4,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.7,6.0,53.0,20.0,37.7,1.62,0.61,0.11,0.3,0.0,0.0,0.0,52.0,54.0,2.0,111.0,13.0,32.0,N/a,N/a,0.0
Erling Haaland,Manchester City,no NOR,FW,24.0,31.0,31,2736.0,30.4,22.0,3.0,25.0,19.0,3.0,4.0,2.0,0.0,0.72,0.1,0.82,0.62,0.72,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.4,22.0,109.0,60.0,55.0,3.59,1.97,0.17,0.32,3.0,4.0,0.0,24.0,13.0,4.0,3.0,5.0,6.0,N/a,N/a,0.0
Ethan Pinnock,Brentford,jm JAM,DF,31.0,22.0,21,1913.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.3,2.0,10.0,6.0,60.0,0.47,0.28,0.2,0.33,0.0,0.0,0.0,8.0,4.0,0.0,9.0,23.0,15.0,N/a,N/a,1.0
Evanilson,Bournemouth,br BRA,FW,24.0,N/a,28,2319.0,25.8,10.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,0.39,0.04,0.43,0.39,0.43,31.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.8,10.0,73.0,32.0,43.8,2.83,1.24,0.14,0.31,0.0,1.0,0.0,37.0,53.0,20.0,1.0,2.0,9.0,N/a,N/a,0.0
Ezri Konsa,Aston Villa,eng ENG,DF,26.0,N/a,33,2936.0,32.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.6,2.0,11.0,5.0,45.5,0.34,0.15,0.18,0.4,0.0,0.0,0.0,9.0,47.0,1.0,5.0,24.0,20.0,N/a,N/a,0.0
Fabian Schär,Newcastle United,ch SUI,DF,32.0,34.0,33,2934.0,32.6,4.0,0.0,4.0,4.0,0.0,0.0,9.0,1.0,0.12,0.0,0.12,0.12,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.6,4.0,40.0,11.0,27.5,1.23,0.34,0.1,0.36,0.0,0.0,0.0,35.0,16.0,4.0,12.0,43.0,20.0,N/a,N/a,0.0
Facundo Buonanotte,Leicester City,ar ARG,"MF,FW",19.0,N/a,14,1523.0,16.9,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,0.3,0.12,0.41,0.3,0.41,31.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.9,5.0,36.0,12.0,33.3,2.13,0.71,0.14,0.42,0.0,0.0,0.0,36.0,35.0,3.0,43.0,13.0,33.0,N/a,N/a,0.0
Flynn Downes,Southampton,eng ENG,MF,25.0,N/a,25,2151.0,23.9,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.04,0.0,0.04,0.04,0.04,27.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.9,1.0,10.0,3.0,30.0,0.42,0.13,0.1,0.33,0.0,0.0,0.0,50.0,39.0,0.0,4.0,31.0,27.0,N/a,N/a,0.0
Gabriel Magalhães,Arsenal,br BRA,DF,26.0,28.0,28,2363.0,26.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.11,0.04,0.15,0.11,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.3,3.0,22.0,5.0,22.7,0.84,0.19,0.14,0.6,0.0,0.0,0.0,19.0,19.0,0.0,9.0,16.0,15.0,N/a,N/a,0.0
Gabriel Martinelli,Arsenal,br BRA,"FW,MF",23.0,33.0,25,2290.0,25.4,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,0.31,0.16,0.47,0.31,0.47,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.4,8.0,56.0,25.0,44.6,2.2,0.98,0.14,0.32,0.0,0.0,0.0,16.0,21.0,8.0,90.0,4.0,15.0,N/a,N/a,0.0
Georginio Rutter,Brighton & Hove Albion,fr FRA,"MF,FW",22.0,28.0,19,1656.0,18.4,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.27,0.16,0.43,0.27,0.43,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.4,5.0,50.0,12.0,24.0,2.72,0.65,0.1,0.42,0.0,0.0,0.0,34.0,45.0,7.0,9.0,11.0,14.0,N/a,N/a,0.0
Gonçalo Guedes,Wolverhampton Wanderers,pt POR,"MF,FW",27.0,29.0,10,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.18,0.36,0.54,0.18,0.54,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.1,2.0,27.0,8.0,29.6,2.44,0.72,0.07,0.25,0.0,0.0,0.0,14.0,17.0,3.0,22.0,3.0,6.0,N/a,N/a,0.0
Guido Rodríguez,West Ham United,ar ARG,MF,30.0,23.0,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.08,0.08,0.0,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.8,0.0,8.0,1.0,12.5,0.63,0.08,0.0,0.0,0.0,0.0,0.0,18.0,12.0,2.0,5.0,13.0,21.0,N/a,N/a,0.0
Harry Maguire,Manchester United,eng ENG,DF,31.0,27.0,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,1.0,15.0,7.0,46.7,0.77,0.36,0.07,0.14,0.0,0.0,0.0,18.0,11.0,3.0,3.0,37.0,16.0,N/a,N/a,0.0
Harry Wilson,Fulham,wls WAL,"MF,FW",27.0,N/a,12,1162.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,0.46,0.08,0.54,0.46,0.54,25.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.9,6.0,43.0,17.0,39.5,3.33,1.32,0.14,0.35,0.0,0.0,0.0,12.0,22.0,1.0,41.0,6.0,15.0,N/a,N/a,0.0
Harry Winks,Leicester City,eng ENG,MF,28.0,N/a,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.1,0.0,10.0,4.0,40.0,0.59,0.23,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,33.0,8.0,10.0,N/a,N/a,0.0
Harvey Barnes,Newcastle United,eng ENG,"FW,MF",26.0,33.0,17,1755.0,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,0.46,0.21,0.67,0.46,0.67,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,9.0,63.0,21.0,33.3,3.23,1.08,0.14,0.43,0.0,0.0,0.0,15.0,23.0,5.0,47.0,6.0,9.0,N/a,N/a,0.0
Ian Maatsen,Aston Villa,nl NED,DF,22.0,N/a,10,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.16,0.24,0.08,0.24,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.7,1.0,19.0,5.0,26.3,1.5,0.4,0.05,0.2,0.0,0.0,0.0,11.0,9.0,3.0,51.0,18.0,18.0,N/a,N/a,0.0
Ibrahima Konaté,Liverpool,fr FRA,DF,25.0,31.0,30,2560.0,28.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.04,0.07,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.4,1.0,19.0,4.0,21.1,0.67,0.14,0.05,0.25,0.0,0.0,0.0,27.0,20.0,0.0,0.0,19.0,28.0,N/a,N/a,0.0
Idrissa Gana Gueye,Everton,sn SEN,MF,34.0,N/a,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.09,0.09,0.0,0.09,37.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.0,0.0,27.0,5.0,18.5,0.79,0.15,0.0,0.0,0.0,0.0,0.0,55.0,46.0,0.0,7.0,46.0,76.0,N/a,N/a,0.0
Igor,Brighton & Hove Albion,br BRA,DF,26.0,13.0,10,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.7,0.0,1.0,0.0,0.0,0.09,0.0,0.0,N/a,0.0,0.0,0.0,9.0,7.0,0.0,4.0,4.0,5.0,N/a,N/a,0.0
Iliman Ndiaye,Everton,sn SEN,"MF,FW",24.0,N/a,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,0.33,0.0,0.33,0.26,0.26,33.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.0,9.0,37.0,17.0,45.9,1.37,0.63,0.19,0.41,2.0,2.0,0.0,24.0,52.0,5.0,37.0,19.0,27.0,N/a,N/a,0.0
Illia Zabarnyi,Bournemouth,ua UKR,DF,21.0,N/a,35,3109.0,34.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.03,0.03,0.0,0.03,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.5,0.0,12.0,1.0,8.3,0.35,0.03,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,6.0,39.0,35.0,N/a,N/a,0.0
Ismaila Sarr,Crystal Palace,sn SEN,MF,26.0,38.0,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,0.27,0.2,0.46,0.27,0.46,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.1,8.0,59.0,29.0,49.2,1.96,0.96,0.14,0.28,0.0,0.0,0.0,14.0,55.0,11.0,55.0,8.0,11.0,N/a,N/a,0.0
Issa Diop,Fulham,fr FRA,DF,27.0,N/a,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14.9,0.0,5.0,2.0,40.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,9.0,12.0,N/a,N/a,1.0
Jack Clarke,Ipswich Town,eng ENG,MF,23.0,32.0,12,1181.0,13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.1,0.0,17.0,2.0,11.8,1.3,0.15,0.0,0.0,0.0,0.0,0.0,16.0,23.0,3.0,14.0,7.0,18.0,N/a,N/a,0.0
